ClaimID,ScenarioID,CustomerID,ProductID,ProductCategory,Brand,ModelNumber,SerialNumber,PurchaseDate,ClaimDate,FaultDate,WarrantyDurationMonths,WarrantyExpiryDate,WarrantyStatus,WarrantyRemainingDays,ExtendedWarranty,FaultType,DamageType,FaultCovered,ClaimReportingWithinPeriod,ReceiptAvailable,WarrantyCardAvailable,ProductImageAvailable,SerialEvidenceAvailable,FaultEvidenceAvailable,RepairReportAvailable,PreviousRepair,RepairCount,RepairAuthorized,PreviousReplacement,ReplacementWithinWarranty,SerialNumberMatch,ProductModelConsistent,DuplicateClaimIndicator,DocumentDuplicateIndicator,ContradictionIndicator,RequiredDocumentsComplete,PurchaseProofAvailable,PriorClaimCount,ClaimAmount,PreviousRepairCost,OCRConfidence,ClaimSubmissionChannel,ClaimClass
CLM01301,MANUAL_301_MISSING_DOCUMENT,CUS01301,PROD01301,Camera,Aster,AST-CAM-1301,SN-2026-001301,2024-01-06,2024-07-06,2024-07-01,12,2025-01-06,Active,184,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0,848.58,0.0,0.822,Email,Manual Review
CLM01070,MANUAL_70_SERIAL_WARNING,CUS01070,PROD01070,Laptop,HomePro,HOM-LAP-1070,SN-2026-001070,2025-12-27,2026-06-27,2026-06-19,12,2026-12-27,Active,183,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,0,516.05,0.0,0.765,Service Center,Manual Review
CLM00214,VALID_214,CUS00214,PROD00214,Washing Machine,HomePro,HOM-WAS-0214,SN-2026-000214,2025-05-19,2026-02-19,2026-02-05,36,2028-05-19,Active,820,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2161.23,0.0,0.954,Email,Valid Claim
CLM00012,VALID_12,CUS00012,PROD00012,Smartphone,HomePro,HOM-SMA-0012,SN-2026-000012,2023-06-03,2023-09-03,2023-08-27,12,2024-06-03,Active,274,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1462.01,0.0,0.952,Service Center,Valid Claim
CLM00022,VALID_22,CUS00022,PROD00022,Refrigerator,ZenCore,ZEN-REF-0022,SN-2026-000022,2024-02-24,2026-11-24,2026-11-12,36,2027-02-24,Active,92,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1364.12,958.29,0.905,Mobile App,Valid Claim
CLM01368,MANUAL_368_CONTRADICTION,CUS01368,PROD01368,Laptop,Aster,AST-LAP-1368,SN-2026-001368,2023-12-13,2024-12-13,2024-12-04,24,2025-12-13,Active,365,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,No,Yes,1,1537.23,0.0,0.942,Web,Manual Review
CLM00657,INVALID_157_EXPIRED_WARRANTY,CUS00657,PROD00657,Smartphone,PrimeView,PRI-SMA-0657,SN-2026-000657,2024-08-09,2026-11-07,2026-10-28,24,2026-08-09,Expired,-90,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0,890.85,0.0,0.918,Mobile App,Invalid Claim
CLM00100,VALID_100,CUS00100,PROD00100,Smartphone,PrimeView,PRI-SMA-0100,SN-2026-000100,2023-06-03,2024-03-03,2024-02-26,12,2024-06-03,Active,92,Yes,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1029.46,0.0,0.975,Mobile App,Valid Claim
CLM01300,MANUAL_300_INCOMPLETE_EVIDENCE,CUS01300,PROD01300,Laptop,NovaTech,NOV-LAP-1300,SN-2026-001300,2025-09-26,2026-09-26,2026-09-13,24,2027-09-26,Active,365,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,166.35,0.0,0.864,Web,Manual Review
CLM01138,MANUAL_138_INCOMPLETE_EVIDENCE,CUS01138,PROD01138,Smartphone,Aster,AST-SMA-1138,SN-2026-001138,2025-03-07,2026-09-07,2026-08-27,36,2028-03-07,Active,547,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,917.38,0.0,0.893,Email,Manual Review
CLM01446,MANUAL_446_CONTRADICTION,CUS01446,PROD01446,Printer,ZenCore,ZEN-PRI-1446,SN-2026-001446,2023-02-05,2024-08-05,2024-08-01,36,2026-02-05,Active,549,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,No,Yes,2,2400.3,0.0,0.827,Email,Manual Review
CLM00261,VALID_261,CUS00261,PROD00261,Air Conditioner,HomePro,HOM-AIR-0261,SN-2026-000261,2024-04-26,2024-10-26,2024-10-24,12,2025-04-26,Active,182,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,668.11,0.0,0.949,Mobile App,Valid Claim
CLM00534,INVALID_34_UNAUTHORIZED_REPAIR,CUS00534,PROD00534,Washing Machine,NovaTech,NOV-WAS-0534,SN-2026-000534,2025-11-12,2027-01-17,2027-01-12,24,2027-11-12,Active,299,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,No,No,N/A,Yes,Yes,No,No,No,No,Yes,1,233.96,1021.4,0.797,Mobile App,Invalid Claim
CLM00107,VALID_107,CUS00107,PROD00107,Air Conditioner,Aster,AST-AIR-0107,SN-2026-000107,2025-11-29,2027-01-29,2027-01-28,36,2028-11-29,Active,670,Yes,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1382.72,0.0,0.982,Email,Valid Claim
CLM01392,MANUAL_392_CONTRADICTION,CUS01392,PROD01392,Television,HomePro,HOM-TEL-1392,SN-2026-001392,2025-01-05,2026-01-05,2025-12-25,24,2027-01-05,Active,365,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,No,Yes,3,180.89,0.0,0.939,Email,Manual Review
CLM00221,VALID_221,CUS00221,PROD00221,Printer,Aster,AST-PRI-0221,SN-2026-000221,2024-10-07,2025-05-07,2025-05-04,12,2025-10-07,Active,153,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2446.73,0.0,0.926,Email,Valid Claim
CLM01467,MANUAL_467_UNCLEAR_REPAIR,CUS01467,PROD01467,Washing Machine,PrimeView,PRI-WAS-1467,SN-2026-001467,2023-10-19,2024-10-19,2024-10-16,24,2025-10-19,Active,365,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,2,Unknown,No,N/A,Yes,Yes,No,No,No,No,No,1,1913.24,0.0,0.816,Email,Manual Review
CLM00778,INVALID_278_EXCLUDED_DAMAGE,CUS00778,PROD00778,Air Conditioner,HomePro,HOM-AIR-0778,SN-2026-000778,2024-11-21,2025-11-21,2025-11-16,24,2026-11-21,Active,365,No,Display Failure,Water Damage,No,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,1972.73,0.0,0.825,Mobile App,Invalid Claim
CLM01450,MANUAL_450_INCOMPLETE_EVIDENCE,CUS01450,PROD01450,Smartphone,PrimeView,PRI-SMA-1450,SN-2026-001450,2024-03-10,2024-09-10,2024-09-01,12,2025-03-10,Active,181,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,1582.28,0.0,0.887,Web,Manual Review
CLM00091,VALID_91,CUS00091,PROD00091,Television,ZenCore,ZEN-TEL-0091,SN-2026-000091,2023-06-06,2023-09-06,2023-08-28,12,2024-06-06,Active,274,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2719.25,0.0,0.981,Web,Valid Claim
CLM01130,MANUAL_130_SERIAL_WARNING,CUS01130,PROD01130,Television,NovaTech,NOV-TEL-1130,SN-2026-001130,2025-01-31,2026-01-31,2026-01-17,24,2027-01-31,Active,365,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,1,2462.14,0.0,0.842,Mobile App,Manual Review
CLM01018,MANUAL_18_INCOMPLETE_EVIDENCE,CUS01018,PROD01018,Television,NovaTech,NOV-TEL-1018,SN-2026-001018,2023-06-15,2024-12-15,2024-12-05,36,2026-06-15,Active,547,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2,1425.05,0.0,0.988,Email,Manual Review
CLM01449,MANUAL_449_UNCLEAR_REPAIR,CUS01449,PROD01449,Printer,PrimeView,PRI-PRI-1449,SN-2026-001449,2025-02-09,2025-08-09,2025-08-08,12,2026-02-09,Active,184,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,0,1013.89,1298.09,0.826,Web,Manual Review
CLM00542,INVALID_42_DUPLICATE_CLAIM,CUS00542,PROD00542,Washing Machine,ZenCore,ZEN-WAS-0542,SN-2026-000542,2025-12-12,2026-12-03,2026-12-02,24,2027-12-12,Active,374,No,Overheating,Electrical Failure,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,3,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,2673.17,346.81,0.909,Web,Invalid Claim
CLM00030,VALID_30,CUS00030,PROD00030,Refrigerator,Aster,AST-REF-0030,SN-2026-000030,2023-06-09,2024-08-09,2024-07-27,24,2025-06-09,Active,304,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,146.66,0.0,0.965,Web,Valid Claim
CLM00376,VALID_376,CUS00376,PROD00376,Camera,NovaTech,NOV-CAM-0376,SN-2026-000376,2025-10-07,2028-08-07,2028-07-27,36,2028-10-07,Active,61,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1183.49,0.0,0.977,Mobile App,Valid Claim
CLM01145,MANUAL_145_MISSING_DOCUMENT,CUS01145,PROD01145,Refrigerator,NovaTech,NOV-REF-1145,SN-2026-001145,2025-02-23,2025-08-23,2025-08-21,12,2026-02-23,Active,184,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,No,Yes,No,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,2227.61,0.0,0.789,Service Center,Manual Review
CLM01437,MANUAL_437_UNCLEAR_REPAIR,CUS01437,PROD01437,Washing Machine,ZenCore,ZEN-WAS-1437,SN-2026-001437,2025-05-19,2026-05-19,2026-05-13,24,2027-05-19,Active,365,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,Yes,No,Yes,3,562.95,1230.96,0.829,Mobile App,Manual Review
CLM00070,VALID_70,CUS00070,PROD00070,Air Conditioner,HomePro,HOM-AIR-0070,SN-2026-000070,2024-10-04,2026-10-04,2026-10-03,36,2027-10-04,Active,365,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1582.86,0.0,0.982,Email,Valid Claim
CLM00057,VALID_57,CUS00057,PROD00057,Air Conditioner,NovaTech,NOV-AIR-0057,SN-2026-000057,2023-07-06,2024-03-06,2024-03-04,12,2024-07-06,Active,122,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,375.91,0.0,0.929,Service Center,Valid Claim
CLM00705,INVALID_205_EXPIRED_WARRANTY,CUS00705,PROD00705,Air Conditioner,NovaTech,NOV-AIR-0705,SN-2026-000705,2023-06-03,2026-09-01,2026-08-22,36,2026-06-03,Expired,-90,No,Overheating,Electrical Failure,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,N/A,Yes,Yes,No,No,No,No,No,1,2665.44,468.01,0.858,Service Center,Invalid Claim
CLM00706,INVALID_206_EXCLUDED_DAMAGE,CUS00706,PROD00706,Smartphone,ZenCore,ZEN-SMA-0706,SN-2026-000706,2025-06-02,2026-06-02,2026-05-28,24,2027-06-02,Active,365,No,Overheating,Accidental Damage,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2194.38,0.0,0.767,Service Center,Invalid Claim
CLM00561,INVALID_61_EXPIRED_WARRANTY,CUS00561,PROD00561,Refrigerator,HomePro,HOM-REF-0561,SN-2026-000561,2026-03-07,2028-06-05,2028-05-26,24,2028-03-07,Expired,-90,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2267.76,0.0,0.944,Web,Invalid Claim
CLM00690,INVALID_190_UNAUTHORIZED_REPAIR,CUS00690,PROD00690,Smartphone,PrimeView,PRI-SMA-0690,SN-2026-000690,2023-02-19,2023-04-11,2023-03-22,24,2025-02-19,Active,680,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1,No,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1683.65,609.13,0.875,Service Center,Invalid Claim
CLM00754,INVALID_254_EXCLUDED_DAMAGE,CUS00754,PROD00754,Washing Machine,Aster,AST-WAS-0754,SN-2026-000754,2025-11-03,2027-05-03,2027-04-28,36,2028-11-03,Active,550,No,Mechanical Failure,Physical Damage,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,3,1098.89,0.0,0.879,Mobile App,Invalid Claim
CLM00872,INVALID_372_DUPLICATE_CLAIM,CUS00872,PROD00872,Refrigerator,HomePro,HOM-REF-0872,SN-2026-000872,2023-01-03,2024-11-06,2024-11-05,24,2025-01-03,Active,58,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1150.52,0.0,0.816,Service Center,Invalid Claim
CLM01139,MANUAL_139_MISSING_DOCUMENT,CUS01139,PROD01139,Camera,ZenCore,ZEN-CAM-1139,SN-2026-001139,2024-03-02,2025-09-02,2025-08-28,36,2027-03-02,Active,546,No,Noise,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,323.32,0.0,0.757,Email,Manual Review
CLM00935,INVALID_435_SERIAL_MISMATCH,CUS00935,PROD00935,Smartphone,NovaTech,NOV-SMA-0935,SN-2026-000935,2023-11-16,2025-08-24,2025-08-23,12,2024-11-16,Active,-281,Yes,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,N/A,No,N/A,No,No,No,No,No,No,Yes,3,168.94,0.0,0.961,Mobile App,Invalid Claim
CLM00612,INVALID_112_UNAUTHORIZED_REPAIR,CUS00612,PROD00612,Camera,PrimeView,PRI-CAM-0612,SN-2026-000612,2025-01-13,2027-02-15,2027-02-08,24,2027-01-13,Active,-33,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,No,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1759.28,321.07,0.964,Email,Invalid Claim
CLM00304,VALID_304,CUS00304,PROD00304,Washing Machine,Aster,AST-WAS-0304,SN-2026-000304,2023-03-06,2023-09-06,2023-08-23,12,2024-03-06,Active,182,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,831.78,0.0,0.982,Email,Valid Claim
CLM00219,VALID_219,CUS00219,PROD00219,Printer,NovaTech,NOV-PRI-0219,SN-2026-000219,2024-02-03,2024-06-03,2024-05-26,12,2025-02-03,Active,245,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,999.67,78.65,0.95,Email,Valid Claim
CLM00761,INVALID_261_SERIAL_MISMATCH,CUS00761,PROD00761,Smartphone,NovaTech,NOV-SMA-0761,SN-2026-000761,2025-12-18,2027-05-05,2027-04-19,24,2027-12-18,Active,227,Yes,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,0,427.31,0.0,0.886,Mobile App,Invalid Claim
CLM01279,MANUAL_279_LOW_OCR_CONFIDENCE,CUS01279,PROD01279,Air Conditioner,NovaTech,NOV-AIR-1279,SN-2026-001279,2023-04-20,2024-10-20,2024-10-12,36,2026-04-20,Active,547,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,Yes,No,Yes,Yes,1,1822.45,0.0,0.683,Service Center,Manual Review
CLM00856,INVALID_356_EXCLUDED_DAMAGE,CUS00856,PROD00856,Camera,NovaTech,NOV-CAM-0856,SN-2026-000856,2023-10-20,2024-10-20,2024-10-15,24,2025-10-20,Active,365,No,Water Leakage,Water Damage,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2701.83,0.0,0.796,Service Center,Invalid Claim
CLM01159,MANUAL_159_LOW_OCR_CONFIDENCE,CUS01159,PROD01159,Air Conditioner,ZenCore,ZEN-AIR-1159,SN-2026-001159,2025-05-29,2026-05-29,2026-05-22,24,2027-05-29,Active,365,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,744.3,0.0,0.647,Mobile App,Manual Review
CLM00630,INVALID_130_UNAUTHORIZED_REPAIR,CUS00630,PROD00630,Television,ZenCore,ZEN-TEL-0630,SN-2026-000630,2024-08-29,2025-02-12,2025-02-08,24,2026-08-29,Active,563,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2533.45,914.11,0.838,Email,Invalid Claim
CLM01120,MANUAL_120_INCOMPLETE_EVIDENCE,CUS01120,PROD01120,Television,ZenCore,ZEN-TEL-1120,SN-2026-001120,2024-09-06,2025-03-06,2025-02-26,12,2025-09-06,Active,184,No,Power Failure,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,808.65,0.0,0.825,Mobile App,Manual Review
CLM00530,INVALID_30_DUPLICATE_CLAIM,CUS00530,PROD00530,Washing Machine,HomePro,HOM-WAS-0530,SN-2026-000530,2025-07-19,2025-11-30,2025-11-12,24,2027-07-19,Active,596,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,No,Yes,3,1500.88,0.0,0.898,Email,Invalid Claim
CLM00349,VALID_349,CUS00349,PROD00349,Laptop,ZenCore,ZEN-LAP-0349,SN-2026-000349,2026-02-15,2027-03-15,2027-03-10,24,2028-02-15,Active,337,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,846.09,0.0,0.915,Service Center,Valid Claim
CLM00744,INVALID_244_UNAUTHORIZED_REPAIR,CUS00744,PROD00744,Printer,NovaTech,NOV-PRI-0744,SN-2026-000744,2023-05-18,2023-11-26,2023-11-24,24,2025-05-18,Active,539,No,Power Failure,Electrical Failure,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,No,No,1,566.58,236.7,0.931,Mobile App,Invalid Claim
CLM00963,INVALID_463_EXPIRED_WARRANTY,CUS00963,PROD00963,Television,Aster,AST-TEL-0963,SN-2026-000963,2024-12-10,2026-03-10,2026-02-28,12,2025-12-10,Expired,-90,Yes,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,1,2300.08,520.28,0.827,Mobile App,Invalid Claim
CLM01091,MANUAL_91_MISSING_DOCUMENT,CUS01091,PROD01091,Refrigerator,Aster,AST-REF-1091,SN-2026-001091,2026-01-15,2027-01-15,2027-01-08,24,2028-01-15,Active,365,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,No,Yes,No,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2824.67,0.0,0.808,Email,Manual Review
CLM01333,MANUAL_333_LOW_OCR_CONFIDENCE,CUS01333,PROD01333,Printer,Aster,AST-PRI-1333,SN-2026-001333,2023-12-11,2024-06-11,2024-06-08,12,2024-12-11,Active,183,No,Connectivity Issue,Electrical Failure,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,No,1,2913.56,852.86,0.68,Service Center,Manual Review
CLM01337,MANUAL_337_MISSING_DOCUMENT,CUS01337,PROD01337,Refrigerator,HomePro,HOM-REF-1337,SN-2026-001337,2026-03-06,2027-09-06,2027-08-30,36,2029-03-06,Active,547,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,No,Yes,2,2652.09,614.23,0.977,Email,Manual Review
CLM00449,VALID_449,CUS00449,PROD00449,Smartphone,PrimeView,PRI-SMA-0449,SN-2026-000449,2026-02-12,2026-08-12,2026-08-01,12,2027-02-12,Active,184,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1648.14,0.0,0.946,Service Center,Valid Claim
CLM01271,MANUAL_271_MISSING_DOCUMENT,CUS01271,PROD01271,Refrigerator,NovaTech,NOV-REF-1271,SN-2026-001271,2024-06-26,2025-12-26,2025-12-17,36,2027-06-26,Active,547,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,1870.11,0.0,0.769,Service Center,Manual Review
CLM01495,MANUAL_495_LOW_OCR_CONFIDENCE,CUS01495,PROD01495,Refrigerator,PrimeView,PRI-REF-1495,SN-2026-001495,2025-12-29,2027-06-29,2027-06-20,36,2028-12-29,Active,549,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,408.74,0.0,0.66,Mobile App,Manual Review
CLM00456,VALID_456,CUS00456,PROD00456,Air Conditioner,Aster,AST-AIR-0456,SN-2026-000456,2024-08-01,2025-05-01,2025-04-19,24,2026-08-01,Active,457,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,422.9,610.48,0.919,Mobile App,Valid Claim
CLM01073,MANUAL_73_MISSING_DOCUMENT,CUS01073,PROD01073,Printer,HomePro,HOM-PRI-1073,SN-2026-001073,2026-01-15,2027-07-15,2027-07-06,36,2029-01-15,Active,550,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,No,Yes,No,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2806.42,0.0,0.943,Web,Manual Review
CLM00750,INVALID_250_UNAUTHORIZED_REPAIR,CUS00750,PROD00750,Television,Aster,AST-TEL-0750,SN-2026-000750,2025-10-15,2027-04-07,2027-03-12,12,2026-10-15,Active,-174,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,No,Yes,2,1805.72,893.01,0.936,Email,Invalid Claim
CLM00864,INVALID_364_UNAUTHORIZED_REPAIR,CUS00864,PROD00864,Air Conditioner,NovaTech,NOV-AIR-0864,SN-2026-000864,2025-02-21,2025-06-29,2025-06-13,12,2026-02-21,Active,237,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,Yes,No,Yes,0,2403.44,313.61,0.849,Email,Invalid Claim
CLM01263,MANUAL_263_UNCLEAR_REPAIR,CUS01263,PROD01263,Smartphone,HomePro,HOM-SMA-1263,SN-2026-001263,2024-11-14,2025-11-14,2025-11-11,24,2026-11-14,Active,365,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2245.97,193.31,0.861,Email,Manual Review
CLM00584,INVALID_84_DUPLICATE_CLAIM,CUS00584,PROD00584,Laptop,ZenCore,ZEN-LAP-0584,SN-2026-000584,2024-03-08,2025-12-20,2025-12-08,24,2026-03-08,Active,78,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,2,959.6,0.0,0.86,Service Center,Invalid Claim
CLM01321,MANUAL_321_LOW_OCR_CONFIDENCE,CUS01321,PROD01321,Camera,Aster,AST-CAM-1321,SN-2026-001321,2023-05-25,2024-05-25,2024-05-20,24,2025-05-25,Active,365,No,Power Failure,Electrical Failure,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,No,1,2358.81,589.09,0.578,Service Center,Manual Review
